INDTITLE,IND_2000
"Poultry house cleaning, contract",029
Poultry killing and dressing (mfg.),118
Poultry marketing association (whsl.),447
Poultry netting (mfg.),298
Poultry packing (mfg.),118
Poultry processing (mfg.),118
"Poultry processing, exc. production occupation (whsl.)",447
"Poultry processing, production occupation (mfg.)",118
Poultry remedies (mfg.),219
Poultry remedies (ret.),498
Poultry remedies (whsl.),457
"Poultry, canned (mfg.)",118
"Poultry, dressing of (mfg.)",118
"Poultry, live, dressed or frozen (whsl.)",447
"Pouncing, hat (mfg.)",169
Powder made from aluminum (mfg.),268
Powder made from iron or steel (mfg.),267
Powder made from metal \ n.s. (mfg.),267
"Powder made from metal, exc. aluminum, iron, or steel (mfg.)",269
Powder puffs (mfg.),159
Powder testing chambers (mfg.),319
"Powder, baby (mfg.)",228
"Powder, blasting (mfg.)",229
"Powder, body (mfg.)",228
"Powder, bronze (mfg.)",269
"Powder, explosive (mfg.)",229
"Powder, face (mfg.)",228
"Powder, pellet (mfg.)",229
"Powder, smokeless (mfg.)",229
"Powder, talcum (mfg.)",228
Powdered cream (mfg.),117
Powdered eggs (mfg.),128
"Powdered metal, artists' (mfg.)",398
Powdered milk (mfg.),117
"Powders, flavoring (mfg.)",128
Power and light co.,057
Power boilers (mfg.),287
Power circuit breakers (mfg.),349
Power company \ n.s.,057
"Power company, electric",057
Power connectors (mfg.),349
Power cranes (mfg.),308
Power dam,057
Power draglines (mfg.),308
Power factor meters (mfg.),338
Power generators (mfg.),349
"Power hammers, forging machinery (mfg.)",317
Power handtools (whsl.),426
Power laundry,907
Power laundry equipment and supplies (whsl.),427
Power lawn mowers (mfg.),307
Power line (const.),077
Power line maintenance,057
Power mowers (ret.),489
"Power plant, electrical generation",057
"Power plant, exc. hydroelectric (const.)",077
"Power plant, hydroelectric (const.)",077
Power punches (mfg.),317
Power regulators (mfg.),349
"Power shears, metal (mfg.)",317
Power sheep shears (mfg.),307
Power shovels (mfg.),308
"Power stackers, industrial (mfg.)",308
Power switchboards (mfg.),349
Power switching equipment (mfg.),349
Power tools (mfg.),317
Power tools (whsl.),426
Power transformers (mfg.),349
"Power transmission equipment, aircraft (mfg.)",358
"Power transmission equipment, auto (mfg.)",357
"Power transmission equipment, exc. aircraft and auto (mfg.)",318
Power transmission machinery (mfg.),318
Power transmission pivots (mfg.),318
Power transmission speed changers (mfg.),318
"Power washing, building exteriors (const.)",077
Pozzolan cement (mfg.),257
Practical nurse's registry,758
Practical nurse's school,788
"Practical nursing, including private duty",808
Pre-cooling freight cars,629
Pre-recorded magnetic tape (mfg.),339
Pre-seeded mats,017
"Precast floor slabs, concrete (mfg.)",257
Precast terrazzo products (mfg.),257
Precious metal jewelry (mfg.),398
Precious metal refining (mfg.),269
Precious metal smelting (mfg.),269
Precious metals (whsl.),429
Precious stone jewelry (mfg.),398
Precious stones (ext.),047
Precious stones (whsl.),429
"Precipitation plant, copper (ext.)",039
Precision boring machinery (mfg.),317
Precision grinding machinery (mfg.),317
Precision instruments (mfg.),338
Precision tools (whsl.),427
"Precision tools, machinists (mfg.)",279
Precut homes (mfg.),379
Prefabricated bridge sections (mfg.),287
Prefabricated building (const.),077
"Prefabricated building sections, metal (mfg.)",287
"Prefabricated building sections, plastic (mfg.)",237
"Prefabricated building sections, wood (mfg.)",379
Prefabricated cement steps (mfg.),257
Prefabricated chicken coops (mfg.),379
Prefabricated concrete housing units (mfg.),257
Prefabricated concrete panels (mfg.),257
Prefabricated concrete paving materials (mfg.),257
Prefabricated concrete piling (mfg.),257
Prefabricated concrete sections (mfg.),257
Prefabricated concrete silos (mfg.),257
"Prefabricated farm buildings, metal (mfg.)",287
"Prefabricated farm buildings, wood (mfg.)",379
"Prefabricated garages, metal (mfg.)",287
"Prefabricated garages, wood (mfg.)",379
"Prefabricated houses, concrete (mfg.)",257
"Prefabricated houses, metal (mfg.)",287
"Prefabricated houses, plastic (mfg.)",237
"Prefabricated houses, wood (mfg.)",379
"Prefabricated marinas, wood (mfg.)",379
Prefabricated metal bins (mfg.),287
Prefabricated metal buildings (mfg.),287
Prefabricated metal docks (mfg.),287
Prefabricated metal panels (mfg.),287
Prefabricated metal ramps (mfg.),287
Prefabricated metal silos (mfg.),287
"Prefabricated partitions, metal (mfg.)",389
"Prefabricated partitions, wooden (mfg.)",389
Prefabricated plastic panels (mfg.),237
"Prefabricated sauna rooms, wood (mfg.)",379
"Prefabricated silos, wood (mfg.)",379
Prefabricated wooden panels (mfg.),379
Pregnancy counseling center,809
Pregnancy crisis center,837
Pregnancy test kit (mfg.),219
Premixed concrete (mfg.),257
Prenatal clinic,809
"Prepackaged software, mass reproducing (mfg.)",339
Prepaid phone card (ret.),669
"Preparation plant, coal (ext.)",038
Preparatory school,786
Prepared animal feed (mfg.),107
Prepared flour (mfg.),107
Prepress services (mfg.),199
Preprinting textile products and fabrics (mfg.),149
"Prerecorded tape, compact disc, and record mail-order houses (ret.)",559
Preschool,847
Preschool nursery,847
Prescriptions (ret.),507
Preserves (mfg.),109
Preserves (whsl.),447
Preserving poles (mfg.),377
Preserving wood  (mfg.),377
Press association,678
Press clipping service,678
Press cloth (mfg.),148
"Press club, news service",678
"Press service, news syndicate",678
Pressboard (mfg.),187
Pressed and molded pulp goods (mfg.),189
Pressed glassware (mfg.),249
"Pressed shapes, iron (mfg.)",267
Pressed steel (mfg.),267
"Presses and driers, agricultural (mfg.)",307
"Presses, agricultural machinery (mfg.)",307
"Presses, machinery, exc. agricultural (mfg.)",319
Pressing and cleaning shop,907
"Pressing blocks, tailors (mfg.)",387
Pressing shop,907
"Pressing, alteration, and clothing repair shop",888
"Pressure cookers, domestic, cast aluminum (mfg.)",277
"Pressure cookers, domestic, exc. cast aluminum (mfg.)",279
"Pressure cookers, steam, commercial (mfg.)",309
Pressure gauges (mfg.),338
Pressure housings (mfg.),287
Pressure measuring instruments (mfg.),338
"Pressure pipe, reinforced concrete (mfg.)",257
Pressure sensitive labels (mfg.),189
Pressure sensitive paper and tape,189
"Pressure tanks, steel (mfg.)",287
Pressure transducers (mfg.),338
"Pressure vessels, steel plate (mfg.)",287
"Pretzel shop, on premise baking and carryout (ret.)",868
Pretzel shops,868
Pretzel stand (ret.),868
Pretzels (whsl.),447
"Pretzels, exc. soft (mfg.)",128
"Pretzels, soft (mfg.)",127
Primary batteries (mfg.),349
"Primary refining, nonferrous metals, exc. aluminum (mfg.)",269
Primary school,786
"Primary smelting, nonferrous metals, exc. aluminum (mfg.)",269
Primate research,746
"Primer cups, copper (mfg.)",269
Primers ammunition (mfg.),297
"Primers, paint (mfg.)",227
"Print shop, exc. publishing (mfg.)",199
Printed circuit boards (mfg.),339
Printed circuits (mfg.),339
Printed labels (mfg.),199
Printed menus (mfg.),199
Printed picture post cards (mfg.),199
Printed posters (mfg.),199
Printed schedules (mfg.),199
Printed souvenir cards (mfg.),199
Printed string (mfg.),159
Printed tickets (mfg.),199
Printed wrappers (mfg.),199
Printer (computer) ribbon (mfg.),398
Printers' chases (mfg.),319
Printers' equipment (mfg.),319
Printers' ink (mfg.),229
Printers' ink (whsl.),427
"Printers' machines, exc. photographic (mfg.)",319
"Printers' machines, photographic (mfg.)",309
Printers' plates (mfg.),319
Printers' rollers (mfg.),239
"Printers, computer (mfg.)",336
"Printers, computer (ret.)",479
"Printers, computer (whsl.)",417
Printing \ any not listed (mfg.),199
Printing and publishing newspapers,647
"Printing and publishing, exc. newspapers and software",648
Printing atlases (mfg.),199
Printing bank notes (mfg.),199
Printing books (mfg.),199
Printing brokers,778
Printing business forms (mfg.),199
Printing catalogues (mfg.),199
Printing chases (mfg.),319
"Printing cloth, inc. wool (mfg.)",149
"Printing dies, rubber (mfg.)",398
Printing directories (mfg.),199
Printing envelopes (mfg.),199
"Printing equipment, exc. photographic (mfg.)",319
"Printing equipment, photographic (mfg.)",309
Printing fabric articles (mfg.),199
"Printing fabrics, inc. wool (mfg.)",149
"Printing films, exc. motion pictures",909
"Printing films, motion picture",657
Printing form letters (mfg.),199
"Printing frames, eyeglass (mfg.)",398
"Printing frames, industrial (mfg.)",319
"Printing frames, photographic (mfg.)",309
Printing galleys (mfg.),319
Printing guides or guide books (mfg.),199
Printing ink (mfg.),229
Printing job shop (mfg.),199
Printing lithographic (mfg.),199
Printing machinery equipment and supplies (whsl.),427
"Printing machinery, exc. photographic (mfg.)",319
"Printing machinery, photographic (mfg.)",309
Printing magazines (mfg.),199
Printing maps (mfg.),199
Printing music (mfg.),199
Printing newspaper (mfg.),199
Printing pamphlets (mfg.),199
Printing paper (mfg.),187
Printing paper (whsl.),437
Printing periodicals (mfg.),199
Printing photographs,749
Printing presses (mfg.),319
Printing stationery (mfg.),199
Printing t-shirts,199
"Printing textiles, inc. wool (mfg.)",149
"Prisms, optical (mfg.)",309
Prison,947
Prison ministry,916
Private auto club,917
Private bank,687
Private business college,788
Private camp,867
Private cemetery,908
"Private cemetery upkeep, contract",777
Private child placement agency,837
Private convalescent home,827
Private country club,859
Private dance studio,789
Private dancing school,789
Private day camp,859
"Private day care--See ""Day care""",
Private day nursery,847
Private detective agency,768
"Private estate administration, financial",697
"Private estate executor, financial",697
"Private estate, exc. administrators or executors",929
Private families,929
Private family,929
Private finance co.,689
Private financial investment service,697
Private financial reporting,697
Private gas co.,058
Private hall,707
Private home,929
"Private home for aged--See ""Institution""",
Private hospital,819
Private house,929
Private information bureau,678
Private investigation co.,768
Private investment counseling service,697
Private investment research,697
Private loan agency,689
Private loan co.,689
Private membership club,917
Private military school,786
Private museum,857
Private nursery school,847
Private nursing home,827
Private office building,707
Private physician,797
Private police agency,768
Private residence,929
Private rest home without nursing care,829
Private sanitarium,827
Private school,786
Private trade school,788
Private trust fund,697
Private watchman service,768
Private yacht,929
Private yacht basin,859
Private yacht club,859
Prize fighter's training camp,856
Pro shop (ret.),527
Probation offices,947
"Probes, surgical (mfg.)",396
Process servers services,727
Processed butter (mfg.),117
Processed cheese (mfg.),117
Processed meat (mfg.),118
Processed textile waste (mfg.),159
"Processing equipment, photographic (mfg.)",309
Processing motion picture film,657
Processing textile mill waste (mfg.),159
Proctologists' office,797
Produce brokers (whsl.),447
Produce buyers (whsl.),447
Produce company (whsl.),447
Produce inspection service,749
Produce market (ret.),498
Produce marketing association (whsl.),447
Produce sampling service,729
"Produce stand, permanent (ret.)",498
"Produce stand, portable (i.e. street vendors) (ret.)",569
Produce stands (temporary) (ret.),569
Produce store (ret.),498
"Produce weighing service, exc. transportation",029
"Produce weighing service, transportation",629
Production credit association,689
Production credit corporation,689
Professional building operation,707
Professional counseling service,837
Professional equipment and supplies (whsl.),417
"Professional equipment and supplies, exc. dental, medical, ophthalmic (whsl.)",417
Professional fund raising co.,759
Professional instruments (whsl.),417
Professional membership organization,919
Professional model agency,856
Professional service,749
Professional service apparel (mfg.),168
Professional shop (ret.),527
Professional shopping service,909
Professional sports,856
"Program producers, television",657
Projectiles (mfg.),297
Projection equipment (whsl.),417
"Projection equipment rental or leasing, motion picture",719
Projection lenses (mfg.),309
Projection machines (mfg.),309
Projection screens (mfg.),309
Projector stands (mfg.),309
Projectors (mfg.),309
"Promoters, business service",739
"Promotion co., business service",739
Propane gas (ret.),568
Propane production (ext.),037
"Propeller parts, aircraft (mfg.)",358
"Propellers, aircraft (mfg.)",358
"Propellers, ship (mfg.)",298
Property development (const.),077
Property leasing service,707
"Property management service, real estate",707
Prophylactic or condom (mfg.),239
Proprietary drug products (mfg.),219
"Propulsion motors, aircraft (mfg.)",358
"Propulsion motors, guided missile (mfg.)",359
Prosthetic appliances (mfg.),396
Prosthetic supplies (mfg.),396
Prosthodontists' office,798
Protective agency,768
"Protective association, fraternal PR NON",699
"Protective association, merchants'",768
Protective clothing (mfg.),396
Protective coating of fabrics (mfg.),149
Protective coating of metals (mfg.),289
Protective police service SE  or PR,768
"Protectors, athletic goods (mfg.)",397
"Protectors, check writing machines (mfg.)",309
Protein fibers (mfg.),217
Protestant community services,837
"Prunes, dried (mfg.)",109
Pruning service,777
Pruning shears (mfg.),279
Pruning tools (mfg.),279
Prying bars (mfg.),279
Pryoxylin coated fabrics (mfg.),149
Psychiatric center,809
Psychiatric clinic,797
Psychiatric hospital,819
Psychiatrist's office,797
Psychoanalyst's office,797
Psychological research and development services,746
Psychological test center,746
"Psychologist's office, clinical",808
"Psychologist's office, exc. clinical",746
Psychotherapist's office,808
"Public accountant's office, CPA",728
"Public accounting firm, CPA",728
"Public accounting firm, exc. CPA",728
Public address amplifiers (mfg.),337
Public address equipment (whsl.),419
Public address systems (mfg.),337
Public advertising service,747
"Public appraiser, real estate",707
Public bath house,909
Public building furniture (mfg.),389
Public conveyance seats (mfg.),357
Public elementary school,786
Public grammar school,786
Public high school,786
Public junior high school,786
Public library,677
Public opinion polls,749
Public opinion research,749
Public radio or TV,667
Public relations advisory service,747
Public relations counselors,747
Public rest room,909
Public roads (const.),077
Public safety advocacy organizations,917
Public school,786
Public school bus,618
Public secondary school,786
"Public service, electric",057
"Public service, utility \ n.s.",069
Public speaking instruction,789
Public stenographer's office,759
Public utility \ n.s.,069
"Public utility appliances, electric or gas (ret.)",478
Public utility association,919
"Public utility bus, street railway or subway transportation",618
Public utility electric company,057
Public utility electric light and power co.,057
Public utility gas and steam supply systems,059
Public utility holding co.,757
Public utility power co. \ n.s.,057
Public utility property leasing service,707
Public utility sanitary services,068
"Public utility sanitary services, sewage treatment",068
Public utility telephone co.,668
Public utility water supply,067
"Public utility, electric and gas",059
"Public works groundskeeping--See ""City""",
"Public works, exc. sanitation (const.)",077
"Public works, sanitation, exc. street cleaning and sewage systems",779
"Public works, street cleaner",629
Publicity bureau,747
Publicity counselors,747
Publishing \ n.s.,648
Publishing atlases and maps,648
Publishing books,648
Publishing directories,648
Publishing guides or guide books,648
Publishing house,648
Publishing magazines,648
Publishing music,659
Publishing newspapers,647
"Publishing, exc. newspapers and software",648
Puddings \ any not listed (mfg.),128
"Puddings, fig (mfg.)",128
"Puddings, meat (mfg.)",118
"Puddings, plum (mfg.)",128
